Sample	width
hypoEAC_DMRs	737
hypoEAC_DMRs	864
hypoEAC_DMRs	827
hypoEAC_DMRs	664
hypoEAC_DMRs	892
hypoEAC_DMRs	988
hypoEAC_DMRs	569
hypoEAC_DMRs	505
hypoEAC_DMRs	714
hypoEAC_DMRs	1040
hypoEAC_DMRs	401
hypoEAC_DMRs	178
hypoEAC_DMRs	2566
hypoEAC_DMRs	664
hypoEAC_DMRs	1360
hypoEAC_DMRs	931
hypoEAC_DMRs	972
hypoEAC_DMRs	586
hypoEAC_DMRs	1297
hypoEAC_DMRs	832
hypoEAC_DMRs	858
hypoEAC_DMRs	1238
hypoEAC_DMRs	564
hypoEAC_DMRs	1000
hypoEAC_DMRs	922
hypoEAC_DMRs	1295
hypoEAC_DMRs	1458
hypoEAC_DMRs	1038
hypoEAC_DMRs	469
hypoEAC_DMRs	634
hypoEAC_DMRs	1387
hypoEAC_DMRs	879
hypoEAC_DMRs	534
hypoEAC_DMRs	690
hypoEAC_DMRs	589
hypoEAC_DMRs	267
hypoEAC_DMRs	1268
hypoEAC_DMRs	450
hypoEAC_DMRs	783
hypoEAC_DMRs	479
hypoEAC_DMRs	640
hypoEAC_DMRs	784
hypoEAC_DMRs	610
hypoEAC_DMRs	1081
hypoEAC_DMRs	1865
hypoEAC_DMRs	694
hypoEAC_DMRs	643
hypoEAC_DMRs	908
hypoEAC_DMRs	1063
hypoEAC_DMRs	488
hypoEAC_DMRs	1951
hypoEAC_DMRs	567
hypoEAC_DMRs	1528
hypoEAC_DMRs	494
hypoEAC_DMRs	960
hypoEAC_DMRs	644
hypoEAC_DMRs	735
hypoEAC_DMRs	1129
hypoEAC_DMRs	530
hypoEAC_DMRs	1479
hypoEAC_DMRs	743
hypoEAC_DMRs	645
hypoEAC_DMRs	775
hypoEAC_DMRs	588
hypoEAC_DMRs	1067
hypoEAC_DMRs	661
hypoEAC_DMRs	577
hypoEAC_DMRs	894
hypoEAC_DMRs	1038
hypoEAC_DMRs	397
hypoEAC_DMRs	332
hypoEAC_DMRs	764
hypoEAC_DMRs	1347
hypoEAC_DMRs	488
hypoEAC_DMRs	1220
hypoEAC_DMRs	713
hypoEAC_DMRs	1196
hypoEAC_DMRs	464
hypoEAC_DMRs	1548
hypoEAC_DMRs	982
hypoEAC_DMRs	1097
hypoEAC_DMRs	1512
hypoEAC_DMRs	1005
hypoEAC_DMRs	1489
hypoEAC_DMRs	1275
hypoEAC_DMRs	707
hypoEAC_DMRs	876
hypoEAC_DMRs	1227
hypoEAC_DMRs	683
hypoEAC_DMRs	1934
hypoEAC_DMRs	315
hypoEAC_DMRs	539
hypoEAC_DMRs	1115
hypoEAC_DMRs	720
hypoEAC_DMRs	962
hypoEAC_DMRs	1038
hypoEAC_DMRs	295
hypoEAC_DMRs	607
hypoEAC_DMRs	1808
hypoEAC_DMRs	862
hypoEAC_DMRs	726
hypoEAC_DMRs	1051
hypoEAC_DMRs	703
hypoEAC_DMRs	755
hypoEAC_DMRs	835
hypoEAC_DMRs	301
hypoEAC_DMRs	736
hypoEAC_DMRs	385
hypoEAC_DMRs	1517
hypoEAC_DMRs	660
hypoEAC_DMRs	284
hypoEAC_DMRs	770
hypoEAC_DMRs	480
hypoEAC_DMRs	557
hypoEAC_DMRs	313
hypoEAC_DMRs	1071
hypoEAC_DMRs	556
hypoEAC_DMRs	870
hypoEAC_DMRs	265
hypoEAC_DMRs	250
hypoEAC_DMRs	573
hypoEAC_DMRs	1309
hypoEAC_DMRs	883
hypoEAC_DMRs	1118
hypoEAC_DMRs	1456
hypoEAC_DMRs	228
hypoEAC_DMRs	624
hypoEAC_DMRs	632
hypoEAC_DMRs	336
hypoEAC_DMRs	838
hypoEAC_DMRs	1437
hypoEAC_DMRs	1400
hypoEAC_DMRs	551
hypoEAC_DMRs	594
hypoEAC_DMRs	498
hypoEAC_DMRs	983
hypoEAC_DMRs	1064
hypoEAC_DMRs	848
hypoEAC_DMRs	1066
hypoEAC_DMRs	957
hypoEAC_DMRs	175
hypoEAC_DMRs	1351
hypoEAC_DMRs	271
hypoEAC_DMRs	666
hypoEAC_DMRs	467
hypoEAC_DMRs	1568
hypoEAC_DMRs	575
hypoEAC_DMRs	844
hypoEAC_DMRs	299
hypoEAC_DMRs	1049
hypoEAC_DMRs	282
hypoEAC_DMRs	704
hypoEAC_DMRs	675
hypoEAC_DMRs	1045
hypoEAC_DMRs	310
hypoEAC_DMRs	783
hypoEAC_DMRs	791
hypoEAC_DMRs	304
hypoEAC_DMRs	1760
hypoEAC_DMRs	901
hypoEAC_DMRs	111
hypoEAC_DMRs	417
hypoEAC_DMRs	680
hypoEAC_DMRs	423
hypoEAC_DMRs	1183
hypoEAC_DMRs	694
hypoEAC_DMRs	267
hypoEAC_DMRs	1297
hypoEAC_DMRs	122
hypoEAC_DMRs	519
hypoEAC_DMRs	646
hypoEAC_DMRs	834
hypoEAC_DMRs	1530
hypoEAC_DMRs	1993
hypoEAC_DMRs	476
hypoEAC_DMRs	1289
hypoEAC_DMRs	2477
hypoEAC_DMRs	1735
hypoEAC_DMRs	1900
hypoEAC_DMRs	1482
hypoEAC_DMRs	3228
hypoEAC_DMRs	3494
hypoEAC_DMRs	662
hypoEAC_DMRs	2027
hypoEAC_DMRs	1747
hypoEAC_DMRs	1045
hypoEAC_DMRs	4751
hypoEAC_DMRs	5566
hypoEAC_DMRs	907
hypoEAC_DMRs	3871
hypoEAC_DMRs	1474
hypoEAC_DMRs	746
hypoEAC_DMRs	653
hypoEAC_DMRs	583
hypoEAC_DMRs	1152
hypoEAC_DMRs	625
hypoEAC_DMRs	1216
hypoEAC_DMRs	826
hypoEAC_DMRs	596
hypoEAC_DMRs	3754
hypoEAC_DMRs	1396
hypoEAC_DMRs	1435
hypoEAC_DMRs	1121
hypoEAC_DMRs	1947
hypoEAC_DMRs	817
hypoEAC_DMRs	740
hypoEAC_DMRs	1329
hypoEAC_DMRs	3474
hypoEAC_DMRs	776
hypoEAC_DMRs	625
hypoEAC_DMRs	3902
hypoEAC_DMRs	835
hypoEAC_DMRs	2928
hypoEAC_DMRs	1621
hypoEAC_DMRs	735
hypoEAC_DMRs	1292
hypoEAC_DMRs	478
hypoEAC_DMRs	935
hypoEAC_DMRs	639
hypoEAC_DMRs	611
hypoEAC_DMRs	985
hypoEAC_DMRs	796
hypoEAC_DMRs	1040
hypoEAC_DMRs	1137
hypoEAC_DMRs	2160
hypoEAC_DMRs	1800
hypoEAC_DMRs	2131
hypoEAC_DMRs	730
hypoEAC_DMRs	5484
hypoEAC_DMRs	926
hypoEAC_DMRs	848
hypoEAC_DMRs	670
hypoEAC_DMRs	3640
hypoEAC_DMRs	587
hypoEAC_DMRs	634
hypoEAC_DMRs	1490
hypoEAC_DMRs	1109
hypoEAC_DMRs	1030
hypoEAC_DMRs	1417
hypoEAC_DMRs	698
hypoEAC_DMRs	2192
hypoEAC_DMRs	1628
hypoEAC_DMRs	463
hypoEAC_DMRs	701
hypoEAC_DMRs	753
hypoEAC_DMRs	2003
hypoEAC_DMRs	629
hypoEAC_DMRs	455
hypoEAC_DMRs	3562
hypoEAC_DMRs	794
hypoEAC_DMRs	778
hypoEAC_DMRs	1197
hypoEAC_DMRs	4983
hypoEAC_DMRs	1194
hypoEAC_DMRs	801
hypoEAC_DMRs	676
hypoEAC_DMRs	651
hypoEAC_DMRs	909
hypoEAC_DMRs	751
hypoEAC_DMRs	764
hypoEAC_DMRs	375
hypoEAC_DMRs	2884
hypoEAC_DMRs	520
hypoEAC_DMRs	981
hypoEAC_DMRs	1717
hypoEAC_DMRs	312
hypoEAC_DMRs	1130
hypoEAC_DMRs	1615
hypoEAC_DMRs	1147
hypoEAC_DMRs	542
hypoEAC_DMRs	838
hypoEAC_DMRs	989
hypoEAC_DMRs	1879
hypoEAC_DMRs	731
hypoEAC_DMRs	1745
hypoEAC_DMRs	851
hypoEAC_DMRs	1247
hypoEAC_DMRs	1009
hypoEAC_DMRs	1180
hypoEAC_DMRs	641
hypoEAC_DMRs	2179
hypoEAC_DMRs	658
hypoEAC_DMRs	2457
hypoEAC_DMRs	783
hypoEAC_DMRs	1616
hypoEAC_DMRs	1070
hypoEAC_DMRs	686
hypoEAC_DMRs	1144
hypoEAC_DMRs	932
hypoEAC_DMRs	479
hypoEAC_DMRs	1676
hypoEAC_DMRs	571
hypoEAC_DMRs	812
hypoEAC_DMRs	532
hypoEAC_DMRs	1005
hypoEAC_DMRs	1847
hypoEAC_DMRs	1660
hypoEAC_DMRs	1802
hypoEAC_DMRs	733
hypoEAC_DMRs	1754
hypoEAC_DMRs	375
hypoEAC_DMRs	267
hypoEAC_DMRs	695
hypoEAC_DMRs	488
hypoEAC_DMRs	623
hypoEAC_DMRs	800
hypoEAC_DMRs	5813
hypoEAC_DMRs	915
hypoEAC_DMRs	314
hypoEAC_DMRs	1219
hypoEAC_DMRs	1819
hypoEAC_DMRs	517
hypoEAC_DMRs	4609
hypoEAC_DMRs	1004
hypoEAC_DMRs	1172
hypoEAC_DMRs	659
hypoEAC_DMRs	1389
hypoEAC_DMRs	1466
hypoEAC_DMRs	883
hypoEAC_DMRs	600
hypoEAC_DMRs	1216
hypoEAC_DMRs	761
hypoEAC_DMRs	92
hypoEAC_DMRs	1237
hypoEAC_DMRs	3734
hypoEAC_DMRs	768
hypoEAC_DMRs	796
hypoEAC_DMRs	732
hypoEAC_DMRs	690
hypoEAC_DMRs	656
hypoEAC_DMRs	1940
hypoEAC_DMRs	564
hypoEAC_DMRs	704
hypoEAC_DMRs	465
hypoEAC_DMRs	638
hypoEAC_DMRs	1041
hypoEAC_DMRs	464
hypoEAC_DMRs	1269
hypoEAC_DMRs	1161
hypoEAC_DMRs	1238
hypoEAC_DMRs	1098
hypoEAC_DMRs	1320
hypoEAC_DMRs	2301
hypoEAC_DMRs	381
hypoEAC_DMRs	1605
hypoEAC_DMRs	4577
hypoEAC_DMRs	2364
hypoEAC_DMRs	525
hypoEAC_DMRs	1466
hypoEAC_DMRs	1080
hypoEAC_DMRs	536
hypoEAC_DMRs	821
hypoEAC_DMRs	983
hypoEAC_DMRs	1001
hypoEAC_DMRs	1081
hypoEAC_DMRs	1698
hypoEAC_DMRs	363
hypoEAC_DMRs	1573
hypoEAC_DMRs	1261
hypoEAC_DMRs	342
hypoEAC_DMRs	868
hypoEAC_DMRs	456
hypoEAC_DMRs	740
hypoEAC_DMRs	731
hypoEAC_DMRs	1033
hypoEAC_DMRs	1194
hypoEAC_DMRs	701
hypoEAC_DMRs	526
hypoEAC_DMRs	1213
hypoEAC_DMRs	1163
hypoEAC_DMRs	2031
hypoEAC_DMRs	1658
hypoEAC_DMRs	977
hypoEAC_DMRs	764
hypoEAC_DMRs	1580
hypoEAC_DMRs	759
hypoEAC_DMRs	1081
hypoEAC_DMRs	1609
hypoEAC_DMRs	284
hypoEAC_DMRs	939
hypoEAC_DMRs	1916
hypoEAC_DMRs	803
hypoEAC_DMRs	1277
hypoEAC_DMRs	984
hypoEAC_DMRs	907
hypoEAC_DMRs	578
hypoEAC_DMRs	1194
hypoEAC_DMRs	5801
hypoEAC_DMRs	1505
hypoEAC_DMRs	714
hypoEAC_DMRs	1186
hypoEAC_DMRs	3139
hypoEAC_DMRs	790
hypoEAC_DMRs	822
hypoEAC_DMRs	1315
hypoEAC_DMRs	391
hypoEAC_DMRs	1528
hypoEAC_DMRs	1564
hypoEAC_DMRs	1377
hypoEAC_DMRs	761
hypoEAC_DMRs	1437
hypoEAC_DMRs	1039
hypoEAC_DMRs	1272
hypoEAC_DMRs	535
hypoEAC_DMRs	1723
hypoEAC_DMRs	1686
hypoEAC_DMRs	892
hypoEAC_DMRs	1021
hypoEAC_DMRs	1046
hypoEAC_DMRs	1293
hypoEAC_DMRs	1260
hypoEAC_DMRs	1424
hypoEAC_DMRs	1911
hypoEAC_DMRs	1355
hypoEAC_DMRs	843
hypoEAC_DMRs	1101
hypoEAC_DMRs	560
hypoEAC_DMRs	975
hypoEAC_DMRs	861
hypoEAC_DMRs	563
hypoEAC_DMRs	650
hypoEAC_DMRs	1398
hypoEAC_DMRs	1172
hypoEAC_DMRs	888
hypoEAC_DMRs	977
hypoEAC_DMRs	940
hypoEAC_DMRs	205
hypoEAC_DMRs	409
hypoEAC_DMRs	1507
hypoEAC_DMRs	702
hypoEAC_DMRs	794
hypoEAC_DMRs	732
hypoEAC_DMRs	2285
hypoEAC_DMRs	4437
hypoEAC_DMRs	2662
hypoEAC_DMRs	2314
hypoEAC_DMRs	1051
hypoEAC_DMRs	1377
hypoEAC_DMRs	1223
hypoEAC_DMRs	1377
hypoEAC_DMRs	1453
hypoEAC_DMRs	1072
hypoEAC_DMRs	961
hypoEAC_DMRs	584
hypoEAC_DMRs	1231
hypoEAC_DMRs	621
hypoEAC_DMRs	1036
hypoEAC_DMRs	1043
hypoEAC_DMRs	886
hypoEAC_DMRs	866
hypoEAC_DMRs	1526
hypoEAC_DMRs	805
hypoEAC_DMRs	792
hypoEAC_DMRs	1347
hypoEAC_DMRs	990
hypoEAC_DMRs	873
hypoEAC_DMRs	1280
hypoEAC_DMRs	761
hypoEAC_DMRs	1078
hypoEAC_DMRs	1058
hypoEAC_DMRs	726
hypoEAC_DMRs	794
hypoEAC_DMRs	1030
hypoEAC_DMRs	786
hypoEAC_DMRs	1271
hypoEAC_DMRs	504
hypoEAC_DMRs	2295
hypoEAC_DMRs	687
hypoEAC_DMRs	382
hypoEAC_DMRs	1409
hypoEAC_DMRs	2336
hypoEAC_DMRs	1005
hypoEAC_DMRs	732
hypoEAC_DMRs	1586
hypoEAC_DMRs	452
hypoEAC_DMRs	1204
hypoEAC_DMRs	1116
hypoEAC_DMRs	800
hypoEAC_DMRs	1236
hypoEAC_DMRs	1163
hypoEAC_DMRs	1109
hypoEAC_DMRs	724
hypoEAC_DMRs	1319
hypoEAC_DMRs	451
hypoEAC_DMRs	1691
hypoEAC_DMRs	1308
hypoEAC_DMRs	586
hypoEAC_DMRs	1252
hypoEAC_DMRs	1275
hypoEAC_DMRs	688
hypoEAC_DMRs	1219
hypoEAC_DMRs	1252
hypoEAC_DMRs	441
hypoEAC_DMRs	590
hypoEAC_DMRs	2044
hypoEAC_DMRs	609
hypoEAC_DMRs	414
hypoEAC_DMRs	766
hypoEAC_DMRs	696
hypoEAC_DMRs	1247
hypoEAC_DMRs	349
hypoEAC_DMRs	988
hypoEAC_DMRs	666
hypoEAC_DMRs	1548
hypoEAC_DMRs	782
hypoEAC_DMRs	442
hypoEAC_DMRs	818
hypoEAC_DMRs	1940
hypoEAC_DMRs	2477
hypoEAC_DMRs	1706
hypoEAC_DMRs	1007
hypoEAC_DMRs	837
hypoEAC_DMRs	567
hypoEAC_DMRs	783
hypoEAC_DMRs	680
hypoEAC_DMRs	283
hypoEAC_DMRs	1544
hypoEAC_DMRs	1251
hypoEAC_DMRs	797
hypoEAC_DMRs	406
hypoEAC_DMRs	824
hypoEAC_DMRs	893
hypoEAC_DMRs	1465
hypoEAC_DMRs	526
hypoEAC_DMRs	199
hypoEAC_DMRs	797
hypoEAC_DMRs	442
hypoEAC_DMRs	1611
hypoEAC_DMRs	937
hypoEAC_DMRs	295
hypoEAC_DMRs	1525
hypoEAC_DMRs	1100
hypoEAC_DMRs	774
hypoEAC_DMRs	1403
hypoEAC_DMRs	1171
hypoEAC_DMRs	946
hypoEAC_DMRs	1814
hypoEAC_DMRs	1386
hypoEAC_DMRs	1963
hypoEAC_DMRs	485
hypoEAC_DMRs	965
hypoEAC_DMRs	744
hypoEAC_DMRs	1338
hypoEAC_DMRs	620
hypoEAC_DMRs	973
hypoEAC_DMRs	751
hypoEAC_DMRs	454
hypoEAC_DMRs	256
hypoEAC_DMRs	776
hypoEAC_DMRs	544
hypoEAC_DMRs	978
hypoEAC_DMRs	840
hypoEAC_DMRs	967
hypoEAC_DMRs	865
hypoEAC_DMRs	1124
hypoEAC_DMRs	236
hypoEAC_DMRs	1359
hypoEAC_DMRs	480
hypoEAC_DMRs	990
hypoEAC_DMRs	722
hypoEAC_DMRs	623
hypoEAC_DMRs	553
hypoEAC_DMRs	491
hypoEAC_DMRs	339
hypoEAC_DMRs	1401
hypoEAC_DMRs	638
hypoEAC_DMRs	1508
hypoEAC_DMRs	640
hypoEAC_DMRs	704
hypoEAC_DMRs	683
hypoEAC_DMRs	885
hypoEAC_DMRs	1141
hypoEAC_DMRs	497
hypoEAC_DMRs	1356
hypoEAC_DMRs	890
hypoEAC_DMRs	473
hypoEAC_DMRs	1274
hypoEAC_DMRs	364
hypoEAC_DMRs	977
hypoEAC_DMRs	1737
hypoEAC_DMRs	597
hypoEAC_DMRs	1301
hypoEAC_DMRs	1149
hypoEAC_DMRs	843
hypoEAC_DMRs	744
hypoEAC_DMRs	1175
hypoEAC_DMRs	745
hypoEAC_DMRs	899
hypoEAC_DMRs	611
hypoEAC_DMRs	584
hypoEAC_DMRs	529
hypoEAC_DMRs	869
hypoEAC_DMRs	466
hypoEAC_DMRs	658
hypoEAC_DMRs	1262
hypoEAC_DMRs	1034
hypoEAC_DMRs	636
hypoEAC_DMRs	629
hypoEAC_DMRs	851
hypoEAC_DMRs	1077
hypoEAC_DMRs	1004
hypoEAC_DMRs	175
hypoEAC_DMRs	1027
hypoEAC_DMRs	1229
hypoEAC_DMRs	562
hypoEAC_DMRs	326
hypoEAC_DMRs	1370
hypoEAC_DMRs	687
hypoEAC_DMRs	180
hypoEAC_DMRs	858
hypoEAC_DMRs	607
hypoEAC_DMRs	970
hypoEAC_DMRs	866
hypoEAC_DMRs	488
hypoEAC_DMRs	762
hypoEAC_DMRs	348
hypoEAC_DMRs	1288
hypoEAC_DMRs	840
hypoEAC_DMRs	685
hypoEAC_DMRs	1301
hypoEAC_DMRs	591
hypoEAC_DMRs	1156
hypoEAC_DMRs	323
hypoEAC_DMRs	935
hypoEAC_DMRs	829
hypoEAC_DMRs	3797
hypoEAC_DMRs	1207
hypoEAC_DMRs	8928
hypoEAC_DMRs	2072
hypoEAC_DMRs	985
hypoEAC_DMRs	1536
hypoEAC_DMRs	1452
hypoEAC_DMRs	1784
hypoEAC_DMRs	669
hypoEAC_DMRs	814
hypoEAC_DMRs	911
hypoEAC_DMRs	796
hypoEAC_DMRs	3165
hypoEAC_DMRs	934
hypoEAC_DMRs	1335
hypoEAC_DMRs	1285
hypoEAC_DMRs	3143
hypoEAC_DMRs	3422
hypoEAC_DMRs	1627
hypoEAC_DMRs	1222
hypoEAC_DMRs	1812
hypoEAC_DMRs	1314
hypoEAC_DMRs	841
hypoEAC_DMRs	758
hypoEAC_DMRs	1735
hypoEAC_DMRs	1583
hypoEAC_DMRs	1077
hypoEAC_DMRs	785
hypoEAC_DMRs	778
hypoEAC_DMRs	1060
hypoEAC_DMRs	1259
hypoEAC_DMRs	812
hypoEAC_DMRs	1116
hypoEAC_DMRs	3169
hypoEAC_DMRs	598
hypoEAC_DMRs	434
hypoEAC_DMRs	2477
hypoEAC_DMRs	817
hypoEAC_DMRs	1639
hypoEAC_DMRs	1563
hypoEAC_DMRs	1398
hypoEAC_DMRs	2142
hypoEAC_DMRs	1063
hypoEAC_DMRs	3637
hypoEAC_DMRs	758
hypoEAC_DMRs	1850
hypoEAC_DMRs	1045
hypoEAC_DMRs	1692
hypoEAC_DMRs	673
hypoEAC_DMRs	1414
hypoEAC_DMRs	800
hypoEAC_DMRs	1338
hypoEAC_DMRs	1594
hypoEAC_DMRs	1201
hypoEAC_DMRs	1044
hypoEAC_DMRs	2711
hypoEAC_DMRs	2567
hypoEAC_DMRs	4134
hypoEAC_DMRs	878
hypoEAC_DMRs	871
hypoEAC_DMRs	1760
hypoEAC_DMRs	1199
hypoEAC_DMRs	826
hypoEAC_DMRs	1834
hypoEAC_DMRs	1051
hypoEAC_DMRs	5117
hypoEAC_DMRs	722
hypoEAC_DMRs	825
hypoEAC_DMRs	767
hypoEAC_DMRs	500
hypoEAC_DMRs	949
hypoEAC_DMRs	604
hypoEAC_DMRs	487
hypoEAC_DMRs	1230
hypoEAC_DMRs	1177
hypoEAC_DMRs	973
hypoEAC_DMRs	1045
hypoEAC_DMRs	1264
hypoEAC_DMRs	934
hypoEAC_DMRs	556
hypoEAC_DMRs	3118
hypoEAC_DMRs	970
hypoEAC_DMRs	962
hypoEAC_DMRs	1834
hypoEAC_DMRs	1298
hypoEAC_DMRs	790
hypoEAC_DMRs	2049
hypoEAC_DMRs	467
hypoEAC_DMRs	594
hypoEAC_DMRs	3377
hypoEAC_DMRs	1483
hypoEAC_DMRs	658
hypoEAC_DMRs	1586
hypoEAC_DMRs	522
hypoEAC_DMRs	1093
hypoEAC_DMRs	362
hypoEAC_DMRs	1150
hypoEAC_DMRs	1004
hypoEAC_DMRs	382
hypoEAC_DMRs	2269
hypoEAC_DMRs	1439
hypoEAC_DMRs	1527
hypoEAC_DMRs	533
hypoEAC_DMRs	2731
hypoEAC_DMRs	1173
hypoEAC_DMRs	2102
hypoEAC_DMRs	2372
hypoEAC_DMRs	1096
hypoEAC_DMRs	1345
hypoEAC_DMRs	1782
hypoEAC_DMRs	864
hypoEAC_DMRs	854
hypoEAC_DMRs	381
hypoEAC_DMRs	624
hypoEAC_DMRs	822
hypoEAC_DMRs	1227
hypoEAC_DMRs	788
hypoEAC_DMRs	1339
hypoEAC_DMRs	777
hypoEAC_DMRs	523
hypoEAC_DMRs	1609
hypoEAC_DMRs	1073
hypoEAC_DMRs	1361
hypoEAC_DMRs	1203
hypoEAC_DMRs	900
hypoEAC_DMRs	1956
hypoEAC_DMRs	982
hypoEAC_DMRs	2306
hypoEAC_DMRs	463
hypoEAC_DMRs	1567
hypoEAC_DMRs	1273
hypoEAC_DMRs	677
hypoEAC_DMRs	1362
hypoEAC_DMRs	1058
hypoEAC_DMRs	1011
hypoEAC_DMRs	1008
hypoEAC_DMRs	1755
hypoEAC_DMRs	924
hypoEAC_DMRs	1060
hypoEAC_DMRs	1140
hypoEAC_DMRs	838
hypoEAC_DMRs	615
hypoEAC_DMRs	1113
hypoEAC_DMRs	995
hypoEAC_DMRs	767
hypoEAC_DMRs	1160
hypoEAC_DMRs	1368
hypoEAC_DMRs	1334
hypoEAC_DMRs	505
hypoEAC_DMRs	844
hypoEAC_DMRs	449
hypoEAC_DMRs	196
hypoEAC_DMRs	842
hypoEAC_DMRs	662
hypoEAC_DMRs	1305
hypoEAC_DMRs	2169
hypoEAC_DMRs	721
hypoEAC_DMRs	1111
hypoEAC_DMRs	954
hypoEAC_DMRs	3851
hypoEAC_DMRs	1592
hypoEAC_DMRs	626
hypoEAC_DMRs	1560
hypoEAC_DMRs	697
hypoEAC_DMRs	498
hypoEAC_DMRs	1168
hypoEAC_DMRs	1528
hypoEAC_DMRs	1555
hypoEAC_DMRs	746
hypoEAC_DMRs	265
hypoEAC_DMRs	712
hypoEAC_DMRs	1775
hypoEAC_DMRs	1448
hypoEAC_DMRs	611
hypoEAC_DMRs	1112
hypoEAC_DMRs	634
hypoEAC_DMRs	878
hypoEAC_DMRs	1253
hypoEAC_DMRs	1261
hypoEAC_DMRs	1383
hypoEAC_DMRs	2372
hypoEAC_DMRs	950
hypoEAC_DMRs	1630
hypoEAC_DMRs	711
hypoEAC_DMRs	878
hypoEAC_DMRs	2135
hypoEAC_DMRs	865
hypoEAC_DMRs	1748
hypoEAC_DMRs	282
hypoEAC_DMRs	984
hypoEAC_DMRs	1178
hypoEAC_DMRs	987
hypoEAC_DMRs	802
hypoEAC_DMRs	837
hypoEAC_DMRs	740
hypoEAC_DMRs	1216
hypoEAC_DMRs	1034
hypoEAC_DMRs	4948
hypoEAC_DMRs	656
hypoEAC_DMRs	771
hypoEAC_DMRs	1326
hypoEAC_DMRs	2576
hypoEAC_DMRs	281
hypoEAC_DMRs	1124
hypoEAC_DMRs	767
hypoEAC_DMRs	481
hypoEAC_DMRs	1130
hypoEAC_DMRs	755
hypoEAC_DMRs	796
hypoEAC_DMRs	1132
hypoEAC_DMRs	2004
hypoEAC_DMRs	1484
hypoEAC_DMRs	817
hypoEAC_DMRs	902
hypoEAC_DMRs	961
hypoEAC_DMRs	565
hypoEAC_DMRs	521
hypoEAC_DMRs	1633
hypoEAC_DMRs	717
hypoEAC_DMRs	398
hypoEAC_DMRs	5177
hypoEAC_DMRs	1768
hypoEAC_DMRs	831
hypoEAC_DMRs	1012
hypoEAC_DMRs	468
hypoEAC_DMRs	744
hypoEAC_DMRs	1818
hypoEAC_DMRs	1281
hypoEAC_DMRs	697
hypoEAC_DMRs	527
hypoEAC_DMRs	1255
hypoEAC_DMRs	530
hypoEAC_DMRs	951
hypoEAC_DMRs	1503
hypoEAC_DMRs	769
hypoEAC_DMRs	619
hypoEAC_DMRs	549
hypoEAC_DMRs	986
hypoEAC_DMRs	502
hypoEAC_DMRs	957
hypoEAC_DMRs	1213
hypoEAC_DMRs	1599
hypoEAC_DMRs	708
hypoEAC_DMRs	990
hypoEAC_DMRs	1392
hypoEAC_DMRs	993
hypoEAC_DMRs	1172
hypoEAC_DMRs	766
hypoEAC_DMRs	822
hypoEAC_DMRs	877
hypoEAC_DMRs	1330
hypoEAC_DMRs	1442
hypoEAC_DMRs	335
hypoEAC_DMRs	1018
hypoEAC_DMRs	779
hypoEAC_DMRs	2121
hypoEAC_DMRs	692
hypoEAC_DMRs	538
hypoEAC_DMRs	602
hypoEAC_DMRs	821
hypoEAC_DMRs	3085
hypoEAC_DMRs	1747
hypoEAC_DMRs	1111
hypoEAC_DMRs	1005
hypoEAC_DMRs	271
hypoEAC_DMRs	1259
hypoEAC_DMRs	873
hypoEAC_DMRs	1380
hypoEAC_DMRs	1084
hypoEAC_DMRs	741
hypoEAC_DMRs	954
hypoEAC_DMRs	845
hypoEAC_DMRs	247
hypoEAC_DMRs	563
hypoEAC_DMRs	1125
hypoEAC_DMRs	650
hypoEAC_DMRs	380
hypoEAC_DMRs	1223
hypoEAC_DMRs	1257
hypoEAC_DMRs	967
hypoEAC_DMRs	762
hypoEAC_DMRs	1240
hypoEAC_DMRs	597
hypoEAC_DMRs	807
hypoEAC_DMRs	914
hypoEAC_DMRs	707
hypoEAC_DMRs	1198
hypoEAC_DMRs	266
hypoEAC_DMRs	1413
hypoEAC_DMRs	357
hypoEAC_DMRs	565
hypoEAC_DMRs	995
hypoEAC_DMRs	1501
hypoEAC_DMRs	846
hypoEAC_DMRs	2040
hypoEAC_DMRs	770
hypoEAC_DMRs	583
hypoEAC_DMRs	748
hypoEAC_DMRs	1152
hypoEAC_DMRs	771
hypoEAC_DMRs	1963
hypoEAC_DMRs	675
hypoEAC_DMRs	937
hypoEAC_DMRs	1237
hypoEAC_DMRs	866
hypoEAC_DMRs	682
hypoEAC_DMRs	910
hypoEAC_DMRs	779
hypoEAC_DMRs	1305
hypoEAC_DMRs	634
hypoEAC_DMRs	1384
hypoEAC_DMRs	1301
hypoEAC_DMRs	368
hypoEAC_DMRs	442
hypoEAC_DMRs	1092
hypoEAC_DMRs	1188
hypoEAC_DMRs	1208
hypoEAC_DMRs	740
hypoEAC_DMRs	1091
hypoEAC_DMRs	452
hypoEAC_DMRs	794
hypoEAC_DMRs	512
hypoEAC_DMRs	1337
hypoEAC_DMRs	2063
hypoEAC_DMRs	519
hypoEAC_DMRs	591
hypoEAC_DMRs	773
hypoEAC_DMRs	904
hypoEAC_DMRs	473
hypoEAC_DMRs	1118
hypoEAC_DMRs	911
hypoEAC_DMRs	2080
hypoEAC_DMRs	1033
hypoEAC_DMRs	734
hypoEAC_DMRs	641
hypoEAC_DMRs	487
hypoEAC_DMRs	883
hypoEAC_DMRs	1735
hypoEAC_DMRs	1305
hypoEAC_DMRs	575
hypoEAC_DMRs	664
hypoEAC_DMRs	736
hypoEAC_DMRs	1112
